181	6	NUMISMATICS_AND_CURRENCIES	0.16666666666666666	NUMISMATICS_AND_CURRENCIES	0.2787181396575979	NUMISMATICS_AND_CURRENCIES	0.1555555555555	NUMISMATICS_AND_CURRENCIES	0.0007675980836249853	Unger#1, Haskins#2, Skilling#3, Rosenblatt#2, Yeager#0, Martz#4, 
310	2	MEDIA	0.5	MEDIA	0.34657359027997264	MEDIA	0.5	RELIGION_MYSTICISM_AND_MYTHOLOGY	0.00013156057076172306	springboard#4, ascension#1, 
326	3	PHYSICS_AND_ASTRONOMY	0.3333333333333333	PHYSICS_AND_ASTRONOMY	0.3662040962227032	PHYSICS_AND_ASTRONOMY	0.3333333333333333	TEXTILE_AND_CLOTHING	0.00046961552035598925	leeway#1, latitude#3, slack#0, 
111	98	MUSIC	0.24489795918367346	MUSIC	1.116080139358558	MUSIC	0.24342160430812246	CULTURE_AND_SOCIETY	0.00014317097543243616	McDonnell#1, Cruises#4, Fleet#1, Transit#0, TSA#0, pilot#2, Greyhound#4, Nippon#2, Airbus#1, attendant#0, airline#3, Eastern#1, Delta#1, Continental#2, Resorts#0, Northwest#1, Alitalia#2, BMI#3, Amtrak#2, AMR#2, ASA#3, PSA#0, CSA#4, Swiss#1, Copa#1, discounter#0, Branson#0, Spirit#0, NZ#3, Kiwi#4, Airports#0, Parcel#2, Metro-North#5, Railroad#1, jetliner#2, Europa#3, Midway#1, UPS#0, Pinnacle#1, airliner#1, Pan#1, Flight#0, Independence#3, Piedmont#0, Constellation#2, A380#1, SAS#3, Airlines#3, Lufthansa#0, Midwest#1, Airways#3, Bombardier#0, shuttle#0, Air#4, Cathay#3, Qantas#1, Lines#1, Jet#2, ATA#1, Shuttle#4, JetBlue#0, United#0, carrier#2, Iberia#2, USAir#1, Carnival#3, Ryanair#2, Airline#1, AirTran#2, Virgin#0, Gulfstream#2, Atlantic#0, Orient#0, Southwest#2, F.A.A.#0, American#0, Concorde#2, TWA#3, BA#2, Sahara#0, a380#0, Cargo#2, Am#3, T.W.A.#1, AirAsia#4, Pilots#0, Eagle#0, Aloha#1, Frontier#2, Comair#2, Aviation#1, RAF#1, Titan#3, NTSB#1, Connect#0, Teamsters#3, Equitable#2, 787#4, 
208	12	LANGUAGE_AND_LINGUISTICS	0.4166666666666667	LANGUAGE_AND_LINGUISTICS	0.9901216541177406	LANGUAGE_AND_LINGUISTICS	0.3984542655565	CULTURE_AND_SOCIETY	0.0011692296326982286	Phi#0, chapter#2, sorority#6, fraternity#3, Sigma#0, Alpha#4, Omega#4, Kappa#5, Chi#1, Beta#3, Delta#2, Chapter#0, 
332	2		0		0		0		0	Lobos#1, Municipal#2, 
246	13	MEDIA	0.46153846153846156	MUSIC	1.1838227803668633	MUSIC	0.46153846153846156	LAW_AND_CRIME	0.0001568073891615485	Dutchman#6, Tristan#0, Tito#0, Aida#2, Samson#0, Figaro#1, Hamlet#2, Bess#0, Butterfly#2, Faust#3, Giovanni#1, Macbeth#2, Carmen#0, 
327	1	LAW_AND_CRIME	1		0	LAW_AND_CRIME	0.430982117219	LAW_AND_CRIME	0.000878555347493562	Copyright#1, 
224	3	WARFARE_AND_DEFENSE	0.3333333333333333	PHYSICS_AND_ASTRONOMY	0.3662040962227032	PHYSICS_AND_ASTRONOMY	0.3333333333333333	PHYSICS_AND_ASTRONOMY	0.00014618376257490793	Aurora#0, Antigua#1, Municipal#3, 
305	3		0		0		0		0	Cols#0, winless#4, 2-5#7, 
182	47	PHILOSOPHY_AND_PSYCHOLOGY	0.2553191489361702	PHILOSOPHY_AND_PSYCHOLOGY	0.8538264615126492	PHILOSOPHY_AND_PSYCHOLOGY	0.22176460485136174	PHILOSOPHY_AND_PSYCHOLOGY	0.0002264943523111015	rant#0, bitch#1, bragging#0, fuss#2, article#1, discussion#0, oath#1, detail#0, publicity#2, anything#4, skepticism#1, revelation#0, crap#4, uncertainty#1, Information#0, complaint#0, caption#1, anecdote#1, Leisure#0, qualm#0, ambivalence#0, trepidation#1, asking#1, illusion#0, misconception#1, adage#0, question#0, gripe#1, nervousness#2, assumption#0, optimism#0, Learn#2, Discussion#1, headline#0, Concerned#0, concern#1, column#0, documentary#1, joke#0, story#2, specifics#0, information#0, curiosity#0, parable#0, truth#1, hoot#1, query#0, 
