0	bridegroom#NN#1,mourner#NN#0,
1	Gretzky#NP#1,Beckham#NP#1,Ronaldo#NP#1,Kewell#NP#0,free-kick#NN#2,Carrick#NP#4,Drogba#NP#5,Rooney#NP#0,Capello#NP#1,Almunia#NP#1,Bale#NP#0,Zidane#NP#4,Bellamy#NP#1,Robben#NP#1,Adebayor#NP#1,Shevchenko#NP#3,Persie#NP#1,Anelka#NP#1,Nistelrooy#NP#2,Messi#NP#4,Eto'o#NP#1,Ancelotti#NP#0,Ronaldinho#NP#2,Owen#NP#0,Mourinho#NP#4,Giggs#NP#2,Seaman#NP#0,Klinsmann#NP#0,Wenger#NP#1,Babel#NP#9,Gerrard#NP#2,Pele#NP#4,Defoe#NP#1,Shearer#NP#1,Keane#NP#2,Tevez#NP#0,Robinho#NP#1,Maradona#NP#3,Larsson#NP#0,Piero#NP#0,Neville#NP#0,Ballack#NP#0,Lampard#NP#5,Kaka#NP#1,Walcott#NP#2,Deco#NP#4,Essien#NP#0,
2	Justine#NP#2,Lucie#NP#1,Kiefer#NP#1,quarterfinal#NN#0,McEnroe#NP#1,Mickelson#NP#0,McHale#NP#3,entrant#NN#3,Sampras#NP#0,Huber#NP#0,Vinci#NP#3,Evert#NP#1,Novak#NP#4,DePaul#NP#3,Davydenko#NP#0,McNamee#NP#1,Moved#NP#2,Mathieu#NP#3,Richey#NP#2,Schiavone#NP#1,Bakker#NP#0,Sorensen#NP#1,Lleyton#NP#1,Anastasia#NP#6,Garros#NP#0,Capriati#NP#0,8-2#NP#0,Santoro#NP#1,finalist#NN#1,Hewitt#NP#2,Henman#NP#0,Seles#NP#0,Williams#NP#0,Agassi#NP#2,Ferrer#NP#0,Agassi#NP#1,Gasquet#NP#1,Davenport#NP#3,Stubbs#NP#0,Singles#NP#0,Djokovic#NP#2,Nalbandian#NP#0,Connors#NP#2,Shriver#NP#1,semifinalist#NN#2,Safin#NP#1,Graf#NP#1,Nadia#NP#7,Federer#NP#1,Petrova#NP#0,Mauresmo#NP#0,Kirilenko#NP#0,Schnyder#NP#0,Koehler#NP#3,Blake#NP#0,Hingis#NP#2,Shriver#NP#0,Rusedski#NP#0,Navratilova#NP#2,Petra#NP#2,Emerson#NP#4,Kasparov#NP#4,Martina#NP#2,Messi#NP#3,Henin#NP#0,Dementieva#NP#0,Nadal#NP#3,Sharapova#NP#0,Leach#NP#0,Ivanovic#NP#1,Robson#NP#2,clijster#NN#0,Schiavone#NP#0,Yevgeny#NP#0,semifinalist#NN#0,Coria#NP#2,bottom#NN#0,Medvedev#NP#2,Ivanovic#NP#0,Goran#NP#0,Gasquet#NP#2,Becker#NP#1,Maradona#NP#1,Steffi#NP#0,Slam#NP#1,finalist#NN#0,Garrison#NP#1,Courier#NP#1,Clijsters#NP#0,Davydenko#NP#2,Jelena#NP#1,WTA#NP#1,Safin#NP#2,Rafter#NP#0,Borg#NP#4,Bartoli#NP#0,Hingis#NP#3,Edberg#NP#0,McNeil#NP#2,graf#NN#0,Daniela#NP#2,Berdych#NP#2,Berdych#NP#1,Ferrero#NP#2,Masters#NP#1,Svetlana#NP#0,Myskina#NP#0,Serena#NP#0,Fish#NP#0,Turnbull#NP#2,Murray#NP#2,Nicklaus#NP#2,Els#NP#1,Federer#NP#0,Gonzales#NP#0,Kramer#NP#3,Jana#NP#5,Knapp#NP#0,Woodbridge#NP#3,Doubles#NP#1,Nadal#NP#2,Knowles#NP#1,compatriot#NN#2,Lendl#NP#1,Henin-Hardenne#NP#0,Nestor#NP#1,Bryan#NP#3,Gaudio#NP#0,Roddick#NP#0,Hanley#NP#1,Djokovic#NP#0,Kuznetsova#NP#0,
3	Elementary#NP#1,Pre#NP#4,Middle#NP#3,kindergarten#NN#0,novice#NN#4,Intermediate#NP#3,Year#NP#4,Prep#NP#2,Closed#NP#4,ISD#NP#3,Schools#NP#3,2-5#NP#2,Grade#NP#3,pre#NN#1,grades#NP#3,
4	Sinai#NP#1,Kaplan#NP#2,Jacob#NP#3,Kushner#NP#2,Loeb#NP#3,Mar#NP#7,Shapiro#NP#1,Friedman#NP#1,Adler#NP#1,Grossman#NP#4,Cohen#NP#1,Kramer#NP#1,Feinstein#NP#1,Pincus#NP#2,Gottlieb#NP#3,Deutch#NP#0,Emanuel#NP#1,Kagan#NP#0,Nussbaum#NP#4,Shulman#NP#1,Fink#NP#0,Flatbush#NP#2,Judah#NP#2,Meir#NP#1,Rabbi#NP#0,Kaufman#NP#2,Moshe#NP#1,Fishman#NP#3,Schlesinger#NP#0,Asher#NP#2,Steinberg#NP#4,Weil#NP#2,Brenner#NP#3,Blum#NP#1,Wasserman#NP#2,comp#NN#5,Saban#NP#1,Holtzman#NP#1,Kohn#NP#0,Likud#NP#1,Eckstein#NP#3,Peretz#NP#1,Berger#NP#0,Rothenberg#NP#3,Kantor#NP#3,Blazer#NP#1,Dreyfus#NP#5,Herzog#NP#5,Silverstein#NP#6,Hillman#NP#1,Koenig#NP#5,Levinson#NP#1,Kaplan#NP#0,Posner#NP#1,Salomon#NP#4,Brody#NP#0,Elie#NP#4,Ehrlich#NP#2,Kadima#NP#1,Weiss#NP#2,Levy#NP#0,Berezovsky#NP#4,Lerner#NP#3,Levin#NP#2,Klein#NP#0,Auerbach#NP#3,Waxman#NP#0,Epstein#NP#2,Levine#NP#1,Schulman#NP#0,Weinberger#NP#0,Dani#NP#1,Ore#NP#0,Kevorkian#NP#1,Torah#NP#1,Weingarten#NP#0,Elon#NP#4,Hebron#NP#2,Hess#NP#1,Zion#NP#5,Saul#NP#2,Synagogue#NP#2,synagogue#NN#1,Congregation#NP#2,Dina#NP#2,Zionist#NP#1,Shaul#NP#1,Brenner#NP#5,Cantor#NP#4,Yeshiva#NP#0,Alter#NP#1,Abraham#NP#3,Fried#NP#0,Israeli#NP#1,Aaron#NP#1,Ezra#NP#1,Gates#NP#6,Isaac#NP#1,Ben#NP#0,Horowitz#NP#2,Bloch#NP#0,Goldman#NP#3,Deutsch#NP#1,Levi#NP#1,Heller#NP#0,Shimon#NP#1,Frankel#NP#0,Unger#NP#1,rabbi#NN#2,Schwab#NP#3,Goldman#NP#0,Rosenthal#NP#3,Aron#NP#1,Tel#NP#1,Yitzhak#NP#0,Ariel#NP#0,Shalom#NP#0,Rosenfeld#NP#1,Ehud#NP#0,Gideon#NP#0,Jaffe#NP#1,Solomon#NP#2,Segal#NP#1,Ari#NP#4,Barak#NP#2,Eli#NP#1,Ginsburg#NP#2,Finkelstein#NP#1,Weinberg#NP#3,Ilya#NP#0,Katz#NP#2,Stern#NP#3,Rosenbaum#NP#0,Rosenblatt#NP#2,Bender#NP#5,Hirsch#NP#2,Shamir#NP#1,Eisner#NP#8,Miriam#NP#2,Baruch#NP#3,Tal#NP#3,Bet#NP#2,Goldberg#NP#3,Rabin#NP#1,Feinstein#NP#0,Berkowitz#NP#0,Leah#NP#1,Olmert#NP#1,Rosen#NP#1,Levin#NP#4,Rubin#NP#1,Emanuel#NP#0,Greenberg#NP#3,Rosenberg#NP#0,Kahn#NP#4,Beit#NP#0,Rubenstein#NP#3,Golan#NP#0,Rosenfeld#NP#0,Haaretz#NP#1,Berman#NP#2,Goldstein#NP#1,
5	Architects#NP#6,Gehry#NP#5,Meier#NP#4,Graves#NP#0,
6	Jain#NP#1,Das#NP#0,Yadav#NP#0,Mehta#NP#0,Rao#NP#0,Reddy#NP#0,Jindal#NP#1,Deval#NP#1,dad#NN#1,stalwart#NN#2,stalwart#NN#4,Muralitharan#NP#1,Kumar#NP#0,Chandra#NP#1,Singh#NP#0,Prasad#NP#0,Gupta#NP#0,Sharma#NP#0,Joshi#NP#0,Bose#NP#0,Anand#NP#1,Sen#NP#0,Rai#NP#0,Melton#NP#1,Mukherjee#NP#0,Bengali#NP#0,Kapoor#NP#0,Mom#NP#0,Dash#NP#2,Farah#NP#0,Idol#NP#2,Merchant#NP#0,Shah#NP#1,Rana#NP#1,herself#NP#6,Bag#NP#0,Kalam#NP#0,Bora#NP#3,Rushdie#NP#1,Khan#NP#0,Akhtar#NP#0,Bachchan#NP#0,Sehwag#NP#0,Sachin#NP#0,Sanctuary#NP#0,Advani#NP#0,Pathan#NP#1,Sabha#NP#2,Nepali#NP#1,Swain#NP#0,Jodi#NP#0,Colony#NP#0,Krugman#NP#2,idol#NN#1,Ganguly#NP#0,govt#NN#3,AIR#NP#1,Seth#NP#0,Kendra#NP#1,Chidambaram#NP#0,Maoist#NP#0,Math#NP#0,Bharti#NP#0,Hindi#NP#3,Hossain#NP#0,Bali#NP#1,Roy#NP#1,Shankar#NP#1,Dutt#NP#0,Tata#NP#0,Mittal#NP#0,Chopra#NP#0,Modi#NP#0,Block#NP#4,Vajpayee#NP#0,Manmohan#NP#1,Prada#NP#0,Jalal#NP#1,INC#NP#2,Alter#NP#2,Tun#NP#0,sen#NN#2,Dravid#NP#0,Tendulkar#NP#1,Dhoni#NP#1,Kumble#NP#0,Sen.#NP#0,Steyn#NP#1,Chaudhry#NP#1,SCHOOL#NP#2,Polytechnic#NP#1,Chowdhury#NP#1,Sr#NP#2,Buyer#NP#2,Trust#NP#2,Tal#NP#0,Ray#NP#0,Chanderpaul#NP#3,Singers#NP#0,Producers#NP#3,Secondary#NP#2,mom#NN#0,Mathew#NP#1,Nehru#NP#1,Eds#NP#3,Gill#NP#1,Harbhajan#NP#0,Pol#NP#5,Mahal#NP#3,Lal#NP#1,Gandhi#NP#0,Grover#NP#0,Temple#NP#0,Jana#NP#1,temple#NN#1,
7	Brink#NP#0,Linden#NP#5,Smits#NP#2,Bakker#NP#4,Jong#NP#1,Mulder#NP#0,
8	Infantry#NP#0,placing#NN#4,
9	Mirage#NP#3,Bantam#NP#6,Cougar#NP#2,Seat#NP#2,Blazer#NP#4,CAT#NP#0,Navigator#NP#3,Elan#NP#2,Mercedes-Benz#NP#0,Renault#NP#1,Cummins#NP#0,Rolls-Royce#NP#0,Ericsson#NP#0,BAE#NP#2,Boxer#NP#4,BMC#NP#2,Goodyear#NP#4,Bronco#NP#5,Ford#NP#0,F1#NP#0,Nikon#NP#3,Nissan#NP#0,Chrysler#NP#0,Q2#NP#7,Volvo#NP#1,Luce#NP#1,Rover#NP#0,G8#NP#1,Q1#NP#6,Aston#NP#2,Mitsubishi#NP#0,BAR#NP#0,Chevrolet#NP#0,Racing#NP#3,Chevron#NP#2,Citroen#NP#0,Ferrari#NP#1,LG#NP#0,MAN#NP#0,Mitsui#NP#1,Procter#NP#1,mercedes#NN#0,Mazda#NP#0,Siemens#NP#0,Sauber#NP#1,automaker#NN#0,Leyland#NP#2,Colt#NP#0,Hitachi#NP#1,Lexus#NP#1,Subaru#NP#0,Hertz#NP#4,Royce#NP#3,Jaguar#NP#3,Samsung#NP#0,Ultra#NP#5,Harley-Davidson#NP#0,MG#NP#0,Briton#NP#1,DaimlerChrysler#NP#1,Sunbeam#NP#0,Nike#NP#2,Toyota#NP#0,Motors#NP#0,Automotive#NP#0,Volkswagen#NP#0,Honda#NP#0,Porsche#NP#1,Hyundai#NP#1,Cruiser#NP#3,Tire#NP#1,Daewoo#NP#0,Skyline#NP#2,Tata#NP#1,Hummer#NP#2,Suzuki#NP#0,Tahoe#NP#2,Defender#NP#0,Motor#NP#0,rover#NN#1,cadillac#NN#0,Benz#NP#2,dealership#NN#1,ESP#NP#7,Penske#NP#0,Budweiser#NP#2,Taurus#NP#0,Dart#NP#3,Custom#NP#2,Super#NP#0,Romeo#NP#1,Caravan#NP#0,Lincoln#NP#2,Trucks#NP#3,Am#NP#4,Shelby#NP#4,Kia#NP#0,Mercedes#NP#1,Harley#NP#4,Silverado#NP#1,Motorsports#NP#1,Packard#NP#1,Holden#NP#0,VW#NP#0,Infiniti#NP#0,Challenger#NP#1,Acura#NP#0,Mercury#NP#1,Camry#NP#0,Wedge#NP#1,Nationwide#NP#1,CC#NP#1,Fiat#NP#1,GM#NP#1,Peugeot#NP#0,Daytona#NP#2,Cadillac#NP#0,chevrolet#NN#0,Audi#NP#0,Isuzu#NP#0,GMC#NP#0,Opel#NP#0,Reebok#NP#2,SUV#NP#1,Rotary#NP#3,Commodore#NP#2,predecessor#NN#0,MY#NP#1,Sunny#NP#1,Car#NP#0,Outback#NP#0,Champ#NP#7,GS#NP#0,DBS#NP#0,TSX#NP#1,Accord#NP#1,A1#NP#1,FIA#NP#0,Hindustan#NP#4,Golf#NP#0,Indy#NP#1,Malibu#NP#0,Pepsi#NP#3,Clipper#NP#4,Bentley#NP#1,Drivers#NP#3,PSA#NP#2,SpA#NP#4,Champ#NP#5,Suburban#NP#0,Civic#NP#0,NASCAR#NP#3,Lotus#NP#1,IndyCar#NP#0,Auto#NP#1,McLaren#NP#3,Dealers#NP#0,Corolla#NP#0,automobile#NN#2,Cobra#NP#2,Ganassi#NP#2,Bianchi#NP#2,Gemini#NP#4,Allianz#NP#0,UAW#NP#4,Yamaha#NP#0,Buick#NP#0,Motorcycle#NP#1,L#NP#0,BMW#NP#0,Sport#NP#4,Chevy#NP#0,Oldsmobile#NP#0,Mustang#NP#0,Pontiac#NP#1,Formula#NP#2,GT#NP#1,Alfa#NP#1,AMC#NP#2,Corvette#NP#0,Mini#NP#2,Cavalier#NP#4,Voyager#NP#0,Wheels#NP#2,Trans#NP#7,Bosch#NP#1,Quad#NP#0,Polo#NP#0,Fusion#NP#3,Regal#NP#0,Escape#NP#3,Leaf#NP#1,Mattel#NP#0,Astro#NP#3,Visa#NP#1,Deere#NP#0,Millen#NP#5,Cola#NP#2,Callaway#NP#2,Diablo#NP#0,AMR#NP#2,Formula#NP#0,Odyssey#NP#9,Nestle#NP#0,Heineken#NP#1,Norton#NP#2,Hoosier#NP#2,Focus#NP#3,Fiesta#NP#0,Hybrid#NP#1,Adidas#NP#0,Insight#NP#2,Legacy#NP#0,Fit#NP#0,Alpine#NP#3,Loeb#NP#1,Yomiuri#NP#3,Yukon#NP#0,Lap#NP#0,Gatorade#NP#3,Biscayne#NP#4,Twin#NP#1,Bel#NP#6,Gear#NP#0,2.0#NP#1,Evo#NP#1,Horizon#NP#4,Pennzoil#NP#1,Farina#NP#4,Apex#NP#0,XL#NP#2,TC#NP#2,GTE#NP#3,Falcon#NP#0,Bowyer#NP#1,Childress#NP#0,Motorcycle#NP#3,Corona#NP#5,Fenway#NP#1,carmaker#NN#1,Roush#NP#2,Lola#NP#0,Dino#NP#5,Hillman#NP#2,Rolls#NP#2,NTT#NP#0,Sequoia#NP#5,Avalon#NP#2,Lufthansa#NP#1,GP#NP#4,Ikea#NP#0,Diesel#NP#2,Six#NP#2,Olympian#NP#0,Coors#NP#2,Cherokee#NP#1,Sentinel#NP#4,Dodge#NP#1,Jeep#NP#0,Omega#NP#1,jeep#NN#2,Proton#NP#5,Polaroid#NP#0,Pullman#NP#1,Ibanez#NP#0,AUS#NP#5,Dealer#NP#1,Eclipse#NP#4,Royale#NP#3,Allard#NP#0,Comfort#NP#3,Continental#NP#1,Package#NP#1,Trident#NP#1,E3#NP#2,Kawasaki#NP#1,Kaiser#NP#3,Trend#NP#1,Nano#NP#0,Bora#NP#2,Firestone#NP#0,Pole#NP#4,Issue#NP#5,GMAC#NP#0,Fairmont#NP#1,volkswagen#NN#2,Saab#NP#1,Daimler#NP#0,Cars#NP#1,Panasonic#NP#0,Prius#NP#1,luxury#NN#1,Thunderbird#NP#2,Federated#NP#2,Bombardier#NP#3,Automobile#NP#1,Riviera#NP#5,Kahne#NP#1,Dunlop#NP#3,sitter#NN#1,One#NP#3,Bridgestone#NP#1,mate#NN#5,Michelin#NP#0,FX#NP#2,LaSalle#NP#2,Saturn#NP#0,Whirlpool#NP#0,IRL#NP#0,Durant#NP#0,Rocket#NP#1,
