0	glimpse#NN#1,insight#NN#3,inquiry#NN#10,Insight#NP#8,peek#NN#10,
1	quo#NN#3,non#NN#13,cum#NN#0,
2	homo#NN#9,lesbian#NN#9,
3	golfing#NN#0,contest#NN#5.0,fest#NN#2,orgy#NN#10,posturing#NN#6,gathering#NN#7,circus#NN#2,cinema#NN#10.0,festival#NN#1,festivity#NN#1,outing#NN#14,entertainment#NN#14,raffle#NN#11,Gras#NP#15,etiquette#NN#11,collecting#NN#9.0,pomp#NN#4,filmmaking#NN#6,monologue#NN#11,negotiating#NN#13,happening#NN#1,singing#NN#13,presentation#NN#3,parade#NN#12,prom#NN#12,laughter#NN#2,symposium#NN#15,downstairs#NN#14,raiser#NN#1,fundraiser#NN#0,reveler#NN#7,banter#NN#3,editing#NN#10,mayhem#NN#3,breathing#NN#3,pacing#NN#2,eating#NN#4,seminar#NN#5,shouting#NN#10,oratory#NN#12,attire#NN#8,dance#NN#4,greeting#NN#2,procession#NN#2,stunt#NN#16,ballgame#NN#4,concert#NN#10,celebration#NN#1.0,reunion#NN#0,relaxation#NN#12,meditation#NN#0,event#NN#12,pilgrimage#NN#3,drinking#NN#13,picnic#NN#3,firework#NN#11,banquet#NN#8,bonfire#NN#22,gala#NN#5,concert#NN#10.0,spectacles#NN#6,barefoot#NN#11,re-enactment#NN#5,refreshment#NN#3,outdoors#NN#4,cooking#NN#0.0,brunch#NN#1,quiz#NN#10,recital#NN#6,circus#NN#1.0,climax#NN#8,party#NN#4,
4	Proposition#NP#9,1700#NP#6,AD#NP#11,AM#NP#9,ACS#NP#16,CE#NP#13,HS#NP#3,BC#NP#6,A.D.#NP#11,C#NP#7.0,B.C.#NP#19,Ave.#NP#6,TEAM#NP#2,___#NP#1,tug#NN#5,AC#NP#0,MW#NP#10,Number#NP#20,Blvd.#NP#1,CS#NP#3.0,Notebook#NP#16,onward#NN#3,AD#NP#8,BB#NP#4,century#NN#2.0,Argus#NP#6,Street#NP#1,GMT#NP#4,BC#NP#4,BHP#NP#17,Caltrans#NP#10,Referee#NP#7,designation#NN#9,TDs#NP#2,Ends#NP#19,Hwy#NP#4,@#NP#2,Seton#NP#5,App#NP#13,Battery#NP#1,Silverado#NP#12,Billion#NP#8,Fed#NP#20,Rd#NP#0,)#NP#10,Redlands#NP#3,CE#NP#11.0,DC#NP#2,Pratt#NP#13,CE#NP#13.0,circa#NN#8.0,CE#NP#10.0,CE#NP#0.0,Ill#NP#2,Yards#NP#8,Mich#NP#1,DRM#NP#7,Ind#NP#3,INC#NP#0,circa#NN#8,BST#NP#4,HB#NP#4,SP#NP#9,Constantine#NP#10.0,Ports#NP#1,DR#NP#3,CM#NP#0.0,Bluffs#NP#10,Apr.#NP#10,Ave#NP#16,TPC#NP#3,Cal#NP#5.0,Airports#NP#17,ad#NN#19,CE#NP#10,Caltrans#NP#10.0,Tex.#NP#7,ERA#NP#2,walks#NP#12,SO#NP#15,Hydro#NP#7,BN#NP#6,MT#NP#0,PS#NP#5,CC#NP#18.0,NW#NP#2,Brit#NP#3,Deaths#NP#4,Bowery#NP#13,Wins#NP#5,MPs#NP#7,MU#NP#9,RBI#NP#1,Remington#NP#6,AD#NP#9,m.#NN#1,A.D.#NP#3,Population#NP#11,Fr#NP#11,Columbia#NP#8.0,@#NP#5,Avenue#NP#11,B.C.#NP#0,SE#NP#12,FAA#NP#6,AM#NP#4,RBIs#NP#10,Darius#NP#10,Twp#NP#14,MB#NP#7,tackles#NP#9,Squadron#NP#1,IU#NP#12,RAF#NP#8,Kelvin#NP#8,BP#NP#9,Total#NP#13,Cy#NP#10,Truck#NP#5,GT#NP#2,SW#NP#11,Md.#NP#7,GB#NP#10,Wash.#NP#8,ER#NP#5,FSB#NP#4,Broadway#NP#7,RBIs#NP#5,TM#NP#0,
5	Barnum#NP#4,Feld#NP#1,circus#NN#6,Brothers#NP#7,Circus#NP#26,circus#NN#13.0,Circus#NP#5,Bros.#NP#0,
6	GAO#NP#1,Post#NP#0,
7	Summary#NP#14,Notice#NP#20,
8	Inkster#NP#0,Pointe#NP#19,Mich.#NP#5,Blank#NP#17,
9	Dolan#NP#5,Gogh#NP#2,Mosley#NP#1,Turner#NP#2,Monet#NP#0,Constable#NP#14.0,Rembrandt#NP#0,Prentice#NP#17,
10	contra#NN#4,Maoist#NP#12,
11	Guard#NP#4,cutter#NN#4,
12	BSP#NP#4,Ennis#NP#7,Unionist#NP#2,FARC#NP#9,
13	jitters#NN#3,counseling#NN#2,
14	homo#NN#7,cum#NN#7,
15	parenthesis#NN#5,accent#NN#0,verb#NN#2,posturing#NN#13,
16	MP#NP#3,QC#NP#3,
17	Chalmers#NP#4.0,Carr#NP#2,Barker#NP#0,MacKay#NP#4,
18	Livermore#NP#4,Photography#NP#3,Blank#NP#1,Mixed#NP#5,
19	century#NN#6.0,middle#NN#8,meantime#NN#0,ad#NN#23,nightfall#NN#8,mid-december#NN#2,mid-march#NN#8,Aetna#NP#4,1880#NP#3,Election#NP#11,election#NN#5,retirement#NN#4,mid-february#NN#5,CE#NP#4.0,mid-may#NN#9,1915#NP#3,Census#NP#12.0,mid-september#NN#2,
20	Apartment#NP#13,father#NN#0,
21	Privacy#NP#0,malware#NN#7,firewall#NN#4,privacy#NN#4,RSA#NP#17,authentication#NN#4,secrecy#NN#7,password#NN#3,handshake#NN#9,encryption#NN#3,DES#NP#14,confidentiality#NN#8,
22	Contact#NP#8,Blank#NP#4,Contact#NP#8.0,
23	enemy#NN#7,prey#NN#3,eavesdropping#NN#7,inroad#NN#13,plotter#NN#3,Holyfield#NP#11,
24	retrospect#NN#9,meantime#NN#8,mid-may#NN#0,Century#NP#13.0,mid-October#NP#5,mid-february#NN#1,1915#NP#2,haste#NN#16,drove#NN#12,Doubleday#NP#6,mid-january#NN#8,mid-april#NN#7,1930#NN#0,mid-july#NN#7,accordance#NN#16,mid-August#NP#3,Waziristan#NP#2,accordance#NN#3,mid-November#NP#1,nightfall#NN#0,retirement#NN#6,hurry#NN#5,mid-June#NP#0,midseason#NN#0,
25	review#NN#4,reviewer#NN#11,
26	Meets#NP#2,Superman#NP#0,Frankenstein#NP#1,Godzilla#NP#9,Production#NP#5,TEAM#NP#1,program#NN#9,Frankenstein#NP#8,Broadcast#NP#4,Morse#NP#9,character#NN#17,Spotlight#NP#7,vampire#NN#4,onscreen#NN#19,Gannett#NP#6,Vampire#NP#12,
27	Book#NP#16,Pick#NP#16,Books#NP#9,
28	Preview#NP#19,Cards#NP#2.0,Books#NP#5,Comics#NP#7,Blank#NP#6,
29	somebody#NN#5,ta#NN#16,
30	Racine#NP#4,Cowley#NP#8.0,Grimm#NP#0,Ebert#NP#13,Goss#NP#8,Paige#NP#5,O'Connell#NP#4,Meredith#NP#0,Mack#NP#0,Kemper#NP#6,Gray#NP#4,Byron#NP#4.0,Mather#NP#14,Schiller#NP#8,Ryder#NP#7,Ramsay#NP#16,Connors#NP#0.0,Rumsfeld#NP#5,Osgood#NP#5,Byron#NP#4,Dante#NP#9,Watts#NP#2,Godwin#NP#2,Wynne#NP#6,Leighton#NP#10,Barton#NP#1,Gale#NP#2,Kennard#NP#15,Virgil#NP#5,Spano#NP#4,Wilkerson#NP#1,Ratner#NP#1,Blake#NP#3,Lamb#NP#0,Shelley#NP#2,Griswold#NP#10,Templeton#NP#16,Homer#NP#8,Goldsmith#NP#1,Ulysses#NP#0,Godwin#NP#3,Lawrence#NP#1,Burns#NP#0,Wharton#NP#8,Morley#NP#2,Whistler#NP#3,Cato#NP#6.0,Plato#NP#6,Hunt#NP#0,Wyatt#NP#0,Devlin#NP#1,Dobson#NP#0,
31	Notice#NP#5,
32	Sills#NP#12,Ma#NP#0,Laredo#NP#5,Ricci#NP#6,Hough#NP#5,Sutherland#NP#5,DeLay#NP#0,Waxman#NP#5,virtuoso#NN#7,Meyers#NP#1,Chambers#NP#8.0,violinist#NN#2,Spalding#NP#7,Perlman#NP#6,Mandel#NP#7,Becker#NP#5,
33	Sasha#NP#7,Dish#NP#7,Schulz#NP#7,Seaman#NP#4,Slim#NP#6,prodigy#NN#13,Emery#NP#10,BT#NP#9,Cox#NP#3.0,Blank#NP#9,
34	Moeller#NP#5,Mathis#NP#0,
35	Bryce#NP#2,Wellesley#NP#6,
